id,state,body,address,level,type,statement_content,target_1,target_2,target_3,target_4,target_5,prohibited_1,prohibited_2,prohibited_3,prohibited_4,required_1,required_2,required_3,trigger_1,trigger_2,trigger_3,trigger_4,trigger_5,trigger_6,trigger_7,enforcement_1,enforcement_2,category,bill,related,date_intro,date_adopted,date_checked,progress,url_source,url_text
MO -20,MO ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,House Bill 1995,,12/16/2021,,4/19/2022,Pending,https://house.mo.gov/Bill.aspx?bill=HB1995&year=2022&code=R,https://house.mo.gov/billtracking/bills221/hlrbillspdf/4180H.01I.pdf
MO -21,MO ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,House Bill 2008,,12/16/2021,,4/19/2022,Pending,https://house.mo.gov/Bill.aspx?bill=HB2008&year=2022&code=R,https://house.mo.gov/billtracking/bills221/hlrbillspdf/4674H.01I.pdf
MO -22,MO ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,House Bill 1457,,12/1/2021,,4/19/2022,Pending,https://house.mo.gov/Bill.aspx?bill=HB1457&year=2022&code=R,https://house.mo.gov/billtracking/bills221/hlrbillspdf/3087H.01I.pdf
MO -23,MO ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,Race or ethnicity & sex,House Bill 2189,Senate Bill 645,1/5/2022,,4/19/2022,Pending,https://house.mo.gov/Bill.aspx?bill=HB2189&year=2022&code=R,https://house.mo.gov/billtracking/bills221/sumpdf/HB2189C.pdf
MO-24,MO,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",House Joint Resolution 135,,2/25/2022,,4/19/2022,Pending,https://house.mo.gov/Bill.aspx?bill=HJR135&year=2022&code=R,https://house.mo.gov/billtracking/bills221/hlrbillspdf/5491H.02I.pdf
MO-25,MO,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,House Joint Resolution 110,,1/6/2022,,4/19/2022,Pending,https://house.mo.gov/bill.aspx?bill=HJR110&year=2022&code=R,https://house.mo.gov/billtracking/bills221/hlrbillspdf/4504H.01I.pdf
MO-26,MO,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Race or ethnicity, sex & more",House Bill 2428,,1/12/2022,,4/19/2022,Pending,https://house.mo.gov/Bill.aspx?bill=HB2428&year=2022&code=R,https://house.mo.gov/billtracking/bills221/hlrbillspdf/4839H.01I.pdf
MO-27,MO,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,Senate Bill 1225,856,3/1/2022,,4/19/2022,Pending,https://www.senate.mo.gov/22info/BTS_Web/Actions.aspx?SessionType=R&BillID=77282059,https://www.senate.mo.gov/22info/pdf-bill/intro/SB1225.pdf
MO-28,MO,Missouri Representative Craig Fishel,,State,Exec directive,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,9/1/2021,9/1/2021,4/19/2022,Enacted,,https://perma.cc/C98J-NHEP
MO -29,MO ,Wentzville School Board,"280 Interstate Drive, Wentzville, MO 63385",LocalSch,Policy,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,,,1/20/2022,1/20/2022,4/17/2022,Enacted,https://youtu.be/NhCJAP_GuzA,0
MO -30,MO ,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,N/A,House Bill 1858,,12/7/2021,,4/19/2022,Pending,https://house.mo.gov/Bill.aspx?bill=HB1858&year=2022&code=R,https://house.mo.gov/billtracking/bills221/hlrbillspdf/4070H.03P.pdf
MS-1,MS,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Race or ethnicity only,Senate Bill 2538,,1/18/2021,,4/19/2022,Expired or Withdrawn,http://billstatus.ls.state.ms.us/2021/pdf/history/SB/SB2538.xml,http://billstatus.ls.state.ms.us/documents/2021/pdf/SB/2500-2599/SB2538IN.pdf
MS-2,MS,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Race or ethnicity & sex,Senate Resolution 56,,3/29/2021,,4/19/2022,Expired or Withdrawn,http://billstatus.ls.state.ms.us/2021/pdf/history/SR/SR0056.xml,http://billstatus.ls.state.ms.us/documents/2021/pdf/SR/SR0056IN.pdf
MS-3,MS,Attorney General Lynn Fitch,,State,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/2021,5/19/2021,4/19/2022,Enacted,,https://perma.cc/QM8T-9EKQ
MS-4,MS,Governor Reeves,,State,Exec directive,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,,,11/10/2021,,4/19/2022,Pending,,https://perma.cc/5CZB-B2BU
MS -5,MS ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Race or ethnicity & sex,House Resolution 87,House Concurrent Resolution 62,3/29/2021,,4/19/2022,Expired or Withdrawn,http://billstatus.ls.state.ms.us/2021/pdf/history/HR/HR0087.xml,http://billstatus.ls.state.ms.us/documents/2021/pdf/HR/HR0087IN.pdf
MS -6,MS ,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Race or ethnicity, sex & more",House Bill 437,"House Bill 1492, House Bill 1493, House Bill 1494, House Bill 1497",1/5/2022,,4/19/2022,Expired or Withdrawn,http://billstatus.ls.state.ms.us/2022/pdf/history/HB/HB0437.xml,http://billstatus.ls.state.ms.us/documents/2022/pdf/HB/0400-0499/HB0437IN.pdf
MS-7,MS,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,"Race or ethnicity, sex & more",Senate Bill 2106,,1/12/2022,,4/19/2022,Expired or Withdrawn,http://billstatus.ls.state.ms.us/2022/pdf/history/SB/SB2106.xml,http://billstatus.ls.state.ms.us/documents/2022/pdf/SB/2100-2199/SB2106IN.pdf
MS-8,MS,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Race or ethnicity & sex,House Resolution 10,House Concurrent Resolution 22,1/17/2022,,4/19/2022,Expired or Withdrawn,http://billstatus.ls.state.ms.us/2022/pdf/history/HR/HR0010.xml,http://billstatus.ls.state.ms.us/documents/2022/pdf/HR/HR0010IN.pdf
MS-9,MS,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",Senate Bill 2679,,1/17/2022,,4/19/2022,Expired or Withdrawn,http://billstatus.ls.state.ms.us/2022/pdf/history/SB/SB2679.xml,http://billstatus.ls.state.ms.us/documents/2022/pdf/SB/2600-2699/SB2679IN.pdf
MS -10,MS ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,Senate Bill 2434,,1/17/2022,,4/19/2022,Expired or Withdrawn,http://billstatus.ls.state.ms.us/2022/pdf/history/SB/SB2434.xml,http://billstatus.ls.state.ms.us/documents/2022/pdf/SB/2400-2499/SB2434IN.pdf
MS-11,MS,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Race or ethnicity, sex & more",Senate Bill 2171,,1/13/2022,,4/19/2022,Expired or Withdrawn,http://billstatus.ls.state.ms.us/2022/pdf/history/SB/SB2171.xml,http://billstatus.ls.state.ms.us/documents/2022/pdf/SB/2100-2199/SB2171IN.pdf
MS-12,MS,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",House Bill 1495,,1/17/2022,,4/19/2022,Expired or Withdrawn,http://billstatus.ls.state.ms.us/2022/pdf/history/HB/HB1495.xml,http://billstatus.ls.state.ms.us/documents/2022/pdf/HB/1400-1499/HB1495IN.pdf
MS-13,MS,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Race or ethnicity, sex & more",House Bill 1491,,1/17/2022,,4/19/2022,Expired or Withdrawn,http://billstatus.ls.state.ms.us/2022/pdf/history/HB/HB1491.xml,http://billstatus.ls.state.ms.us/documents/2022/pdf/HB/1400-1499/HB1491IN.pdf
MS-14,MS,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,Senate Bill 2098,,1/12/2022,,4/19/2022,Expired or Withdrawn,http://billstatus.ls.state.ms.us/2022/pdf/history/SB/SB2098.xml,http://billstatus.ls.state.ms.us/documents/2022/pdf/SB/2001-2099/SB2098IN.pdf
MS-15,MS,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Race or ethnicity, sex & more",Senate Bill 2113,,1/12/2022,3/14/2022,4/19/2022,Enacted,http://billstatus.ls.state.ms.us/2022/pdf/history/SB/SB2113.xml,http://billstatus.ls.state.ms.us/documents/2022/pdf/SB/2100-2199/SB2113SG.pdf
MS -17,MS ,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Race or ethnicity, sex & more",House Bill 1496,,1/17/2022,,4/19/2022,Expired or Withdrawn,https://legiscan.com/MS/bill/HB1496/2022,http://billstatus.ls.state.ms.us/documents/2022/html/HB/1400-1499/HB1496IN.htm
MT-1,MT,Attorney General,,State,Attorney General Letter,N/A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",,,5/27/2021,5/27/2021,4/19/2022,Enacted,https://perma.cc/74KX-USS7,https://perma.cc/H43A-L999
MT-2,MT,Attorney General Austin Knudsen,,State,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/2021,5/19/2021,4/19/2022,Enacted,,https://perma.cc/QM8T-9EKQ
NC-1,NC,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill 324,,3/17/2021,,4/19/2022,Rejected,https://www.ncleg.gov/BillLookUp/2021/h324,https://www.ncleg.gov/Sessions/2021/Bills/House/PDF/H324v4.pdf
NC-2,NC,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,House Bill 755,,4/29/2021,,4/19/2022,Pending,https://www.ncleg.gov/BillLookup/2021/H755,https://www.ncleg.gov/Sessions/2021/Bills/House/PDF/H755v3.pdf
NC-3,NC,Moore County Board of Education,"150 Ridgewood Rd. Pinehurst, NC 28374",LocalSch,Policy Change,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,,,6/14/2021,,4/19/2022,Pending,https://perma.cc/CLQ9-38KK,https://drive.google.com/file/d/1LuVMFlsqj1a_L-8VCSCVoNul8grX0agF/view
NC-6,NC,Lt. Gov,,State,Exec directive,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",,,7/22/2021,8/24/2022,4/19/2022,Enacted,https://drive.google.com/file/d/1NfHOpZGD4EeHcGD6y1AeVBuGUZkpNUia/view,https://perma.cc/F7EA-RJVB
NC-7,NC,Craven County Board of Commissioners,"406 Craven Street, New Bern, NC 28560-4971",LocalSch,Resolution,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",,,8/2/2021,8/2/2021,4/19/2022,Enacted,,https://perma.cc/F5K4-G7YG
NC-9,NC,Brunswick County School Board,"35 Referendum Drive NE, Bolivia, NC 28422",LocalSch,Policy Change,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,6/8/2021,6/8/2021,4/19/2022,Enacted,https://www.bcswan.net/cms/lib/NC01811134/Centricity/domain/193/2021/packets/BOE%20Packet%2006.08.21.pdf,https://boardpolicyonline.com/bl/?b=brunswick#&&hs=141785
NC-10,NC,Pitt County School Board,"1717 W 5th St, Greenville, NC 27834",LocalSch,Resolution,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,6/7/2021,,4/19/2022,Rejected,,https://simbli.eboardsolutions.com/SB_Meetings/ViewMeeting.aspx?S=740&MID=9292
NC-11,NC,Johnston County Board of Education,"2320 Hwy 70 E BusinessSmithfield, NC 27577-1336",LocalSch,Policy Change,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",,,10/1/2021,10/1/2021,4/19/2022,Enacted,https://simbli.eboardsolutions.com/SB_Meetings/ViewMeeting.aspx?S=36031048&MID=9784,https://simbli.eboardsolutions.com/SB_Meetings/ViewMeeting.aspx?S=36031048&MID=9784
NC-12,NC,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,House Bill 790,,5/3/2021,,4/19/2022,Pending,https://www.ncleg.gov/BillLookup/2021/H790,https://webservices.ncleg.gov/ViewBillDocument/2021/50971/0/DRH40488-NG-81
NC-13,NC,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,Senate Bill 700,,4/7/2021,,4/19/2022,Pending,https://www.ncleg.gov/BillLookUp/2021/s700,https://webservices.ncleg.gov/ViewBillDocument/2021/2725/0/DRS35255-NG-18
NC-15,NC,Carteret County Board of Education,"107 Safrit Dr, Beaufort, NC 28516",LocalSch,Regulation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,Policy 3100,,11/3/2021,2/1/2022,4/19/2022,Enacted,https://go.boarddocs.com/nc/cart/Board.nsf/vpublic?open,https://www.boardpolicyonline.com/bl/?b=carteret#&&hs=988013
NC-16,NC,Carteret County Board of Education,"107 Safrit Dr, Beaufort, NC 28516",LocalSch,Regulation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,N/A,Policy 7720,,11/3/2021,11/3/2021,4/1/2022,Enacted,https://go.boarddocs.com/nc/cart/Board.nsf/vpublic?open,https://www.boardpolicyonline.com/bl/?b=carteret#&&hs=988229
ND-1,ND,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,House Bill 1508,,11/8/2021,11/11/2021,4/19/2022,Enacted,North Dakota Bill Actions: HB 1508 (ndlegis.gov),https://www.ndlegis.gov/assembly/67-2021/special-session/documents/21-1078-03000.pdf
ND-2,ND,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,Senate Concurrent Resolution 4011,,1/28/2021,7/22/2021,4/20/2022,Enacted,https://www.ndlegis.gov/assembly/67-2021/bill-actions/ba4011.html,https://www.ndlegis.gov/assembly/67-2021/documents/21-3067-05000.pdf
NE-1,NE,Attorney General Letter,,State,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/2021,5/19/2021,4/20/2022,Enacted,,https://perma.cc/QM8T-9EKQ
NE-3,NE,Nebraska Board of Regent Jim Pillen,,State,Resolution,N/A,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,8/13/2021,,4/20/2022,Rejected,,https://perma.cc/J3RZ-KJ96
NE-4,NE,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Race or ethnicity, sex & more",Legislative Bill 1077,,1/18/2022,,4/20/2022,Pending,https://nebraskalegislature.gov/bills/view_bill.php?DocumentID=46904,https://nebraskalegislature.gov/FloorDocs/107/PDF/Intro/LB1077.pdf
NH-1,NH,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Race or ethnicity & sex,House Bill 544,,1/6/2021,,4/20/2022,Expired or Withdrawn,http://gencourt.state.nh.us/bill_status/bill_status.aspx?lsr=732&sy=2021&sortoption=&txtsessionyear=2021&txtbillnumber=HB544,http://gencourt.state.nh.us/bill_status/billText.aspx?id=714&txtFormat=html&sy=2021
NH-2,NH,Monadnock school board ,"600 Old Homestead Hwy, Swanzey, NH 03446",LocalSch,Resolution,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Race or ethnicity & sex,,,5/25/2021,,4/20/2022,Pending,https://www.sentinelsource.com/news/local/divisive-concepts-inspired-proposals-to-prompt-policy-review-within-mrsd/article_44aa0acd-115b-5948-8684-c512e875a590.html,https://www.sentinelsource.com/news/local/monadnock-school-board-weighs-policy-based-on-divisive-concepts-bill/article_c36a183d-282e-5df5-b3ff-2cab2dd68688.html
NH-6,NH,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",House BIll 2,,3/2/2021,6/25/2021,4/20/2022,Enacted,https://gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=1082&sy=2021&sortoption=&txtsessionyear=2021&txtbillnumber=HB2,https://gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?id=1080&txtFormat=html&sy=2021
NH-7,NH,Haverhill School Board,"2975 Dartmouth College Highway, North Haverhill, NH 03774",LocalSch,Statement,CRT Not Taught,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,Race or ethnicity only,,,10/4/2022,10/4/2022,4/20/2022,Enacted,,https://docs.google.com/document/d/1EtGMuwE3txKssBcVhPYxshY89LgUmQo-CCqHGqmGuVE/edit
NH-8,NH,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Race or ethnicity, sex & more",House Bill 1313,,1/5/2022,,4/20/2022,Pending,https://gencourt.state.nh.us/bill_status/legacy/bs2016/bill_status.aspx?lsr=2442&sy=2022&sortoption=&txtsessionyear=2022&txtbillnumber=HB1313,https://gencourt.state.nh.us/bill_status/legacy/bs2016/billText.aspx?id=1535&txtFormat=html&sy=2022
NJ-1,NJ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Race or ethnicity & sex,Assembly Bill 6136,Senate Bill 4166,12/6/2021,,4/20/2022,Pending,https://www.njleg.state.nj.us/bill-search/2020/A6136,https://www.njleg.state.nj.us/Bills/2020/A9999/6136_I1.PDF
NJ-2,NJ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"Race or ethnicity, sex & more",Senate Bill 4166,Assembly Bill 6136,11/15/2021,,4/20/2022,Pending,https://www.njleg.state.nj.us/bill-search/2020/S4166,https://www.njleg.state.nj.us/Bills/2020/S4500/4166_I1.PDF
NJ-3,NJ,Legislature,,State,Legislation,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Race or ethnicity & sex,Assembly Bill 6140,Senate Bill 4137,12/6/2021,,4/20/2022,Pending,https://www.njleg.state.nj.us/bill-search/2020/A6140,https://www.njleg.state.nj.us/Bills/2020/A9999/6140_I1.PDF
NJ-4,NJ,Legislature,,State,Legislation,N/A,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Race or ethnicity & sex,Senate Bill 4137,Assembly Bill 6140,11/12/2021,,4/20/2022,Pending,https://www.njleg.state.nj.us/bill-search/2020/S4137,https://www.njleg.state.nj.us/Bills/2020/S4500/4137_I1.PDF
